articleIndex,articleTitle,text
403,Law No. (7) of 1997 Concerning Land Registration Fees; and,"Easements cease to exist upon the acquisition of the dominant and servient Real Property 

Units by the same owner."
300,Law No. (7) of 2006 Concerning Real Property Registration in the Emirate of Dubai; and,"In regulating its accounts and records, RERA will follow the principles and standards of 

commercial accounting. The financial year of RERA will commence on 1 January and will 

end on 31 December of each year, except that the first financial year will commence as 

of the date this Law comes into force and will end on 31 December of the following year. 

The financial resources of RERA will consist of:"
380,Law No. (7) of 2006 Concerning Real Property Registration in the Emirate of Dubai;,"The Committee may, in consultation with Competent Entities, classify Real Estate Brokers 

according to their specialty and determine the required number of Real Estate Brokers."
237,Law No. (7) of 2006 Concerning Real Property Registration in the Emirate of Dubai; and,"1. Save as permitted by the Articles of Association of the Owners Association and 

the Master Community Declaration, a Unit Owner or Occupier may not make any 

alterations or modifications to the structure or external appearance of his Unit or any 

part of the Jointly Owned Real Property that would materially affect the Unit, or the 

Jointly Owned Real Property or its external appearance. 

2. A Unit Owner who breaches the provisions of paragraph (1) will be liable to repair the 

resulting damage at his own expense and in the manner requested by the Owners 

Association. If the Unit Owner fails to meet this obligation, the Owners Association 

will repair the damage and recover the repair costs from the Owner. 

9797

Chapter Five

Common Areas"
145,Law No. (13) of 2008 Regulating the Interim Property Register in the Emirate of Dubai and,"of 

this Resolution."
6,Executive Council Resolution No. (6) of 2010 ..............................................................................................................51,"Executive Council Resolution No. (6) of 2010 ..............................................................................................................51
Approving the Implementing Bylaw of Law No. (13) of 2008 
Regulating the Interim Property Register in the Emirate 
of Dubai"
254,"Law No. (16) of 2007 Establishing the Real Estate Regulatory Agency,","1. The contractual relationship between Landlord and Tenant will be regulated by a written 

Lease Contract signed by both parties and detailing, in a manner allowing no room for 

uncertainty, a description of the leased Real Property, the purpose of the Lease Contract, the 

name of the owner, the number and type of the land, and the area where the Real Property is 

located. It will also determine the term of the Lease Contract, the Rent, and payment method. 

2. All Lease Contracts related to Real Property which is subject to the provisions of this"
324,Law; or,"Any provision in any other law or bylaw will be repealed to the extent that it contradicts 

the provisions of this Law.

The Chairman will issue the resolutions required for the implementation of this Law."
73,Decree No. (2) of 1993.,"The Tribunals will determine Rent Disputes and appeals submitted to it by reference to:

1. 

the legislation in force in the Emirate; 

2. 

the provisions of Islamic Sharia; 

3. principles of natural justice and rules of truth and fairness; and

4. custom, provided that such custom does not contradict the laws, public order, or 

public morals.

Operating Procedures of the Centre"
25,Law No. (9) of 2009 Regulating the Interim Real Property Register of the Emirate of Dubai,"In its capacity as the Government entity in the Emirate responsible for regulating and 

registering real property and promoting real property investment, the Department will 

have the following objectives:

1. 

2. 

3. 

4. 

5. 

6. 

to create a world-class pro-investment real property environment; 

to achieve the strategic goals of the Government in the real property sector; 

to keep up with the latest international real property registration systems;

to improve the effectiveness of the real property regulation and control in the Emirate;

to manage and develop the real property rental sector in the Emirate; 

to update and develop real property registration systems consistent with the latest 

international systems;

7. 

to encourage investment in real property through creating a favourable environment 

for real property investors;

8. 

to increase the contribution of the real property sector to the overall development of 

the Emirate; and

9. 

to plan and develop an integrated strategy for real property development in the 

Emirate to achieve excellence at the international level.

Functions of the Department"
262,Law and any amendments thereto will be registered with RERA. Judicial authorities and,"The Tenant will pay the Landlord the Rent on the dates mutually agreed upon. Where 

there is no agreement or where it is impossible to verify the payment dates, the Rent must 

be annually paid in four (4) equal instalments to be paid in advance.

105105"
124,Law No. (13) of 2008 Regulating the Interim Property Register in the Emirate of Dubai and,"of the Law, the Department must: 

1. 

2. 

register the legal disposition in the Interim Property Register; and

impose a fine of ten thousand Dirhams (AED 10,000.00) on the developer."
207,Law No. (27) of 2007 Concerning Jointly Owned Real Property in the Emirate of Dubai;,"No developer or Real Estate Broker may enter into a private sale contract to dispose of 

Real Property or Real Property Units by way of Off-plan Sale in projects which are not 

approved by the Competent Entities. Any contract which is entered into prior to obtaining 

such approval will be null and void."
